text,label
selamat malam bu kasiyah dan teman-teman semua,C0
selamat malam teman-teman semuaaaa!!! =øþ wah,C0
selamat malam winalton dan celine,C0
 selamat malam winalton dan celine,C0
selamat malam bu kasiyah dan teman-teman semua,C0
"saya akan menggabungkan jawaban teman-teman dan menambahkan jawaban saya  .

menurut denny,  (0,0,0,....) dan (0,0,0) adalah sama-sama vektor 0, tetapi fungsi vektor ini tergantung situasi karena syarat perjumalahan vektor itu harus berdimensi yang sama.
menurut thariq,   dan  keduanya adalah vektor 0. thariq setuju dengan denny, bahwa bentuk dari vektor 0 ini nantinya dapat disesuaikan dengan vektor lainnya ketika terjadi penjumlahan. sebab, syarat perjumalahan vektor adalah harus berdimensi sama.
menurut saya, kedua jawaban di atas sudah benar dan saya setuju dengan argumen thariq dan denny  .
lalu juga bagaimana sih sebenarnya definisi rvu (ruang vektor umum) itu sendiri? 
menurut thariq, rvu adalah materi yang membahas tentang ruang vektor secara umum, jadi tidak terbatas kedalam suatu dimensi tertentu. adapun suatu himpunan tak kosong v dinamakan ruang vektor apabila memenuhi kesepuluh aksioma yang teman-teman sudah sebutkan di forum ini.
",C3
selamat malam teman-teman semua. sama-sama . semoga dengan adanya rangkuman yang dibuat oleh celine dan saya akan bermanfaat untuk kita semua agar diskusi tetap dapat berjalan dengan lebih tertata dan lebih cepat untuk mengakses 10 aksioma yang ada. salam,C0
saya belum melihat laporan  perhatikan kaidah penulisan. salam,C0
selamat malam bu kasiyah dan teman-teman semuanya,C0
terimakasih suwandi dan semua anggota kelompok. saya lihat laporannya lebih bagus dari laporan tugas pertama. selamat kalian telah berproses dengan baik.   salam,C0
selamat siang bu kasiyah,C0
"dari hasil rangkuman dan kesimpulan dari diskusi kelompok kami. kami menyimpulkan bahwa  apabila ada elemen u,v,w di dalam himpunan tak kosong v, apabila u,v,w memenuhi syarat 10 aksioma yang telah kita bahas, maka kita dapat menganggap v adalah ruang vektor umum. ",C4
berikut kami lampirkan hasil ringkasan dari diskusi kami yang merupakan solusi dari pertanyaan yang diajukan oleh bu kasiyah,C4
"dear orang-orang baik;
kalian diberi himpunan d[-1, 1] (himpunan semua fungsi terdeferensial pada interval [-1, 1]). bagaimana memandang sebuah fungsi, misalnya y = 2 + sin x, sebagai vektor?
",C1
"sebelum masuk lebih dalam, ada baiknya saya mendefinisikan secara general terlebih dahulu :d
sebuah fungsi bilangan real terdiferensial pada suatu titik jika turunannya ada pada di titik tersebut.
agar sebuah fungsi dapat dinyatakan sebagai vektor, dalam konteks ini fungsi  y = 2 + sin x, maka fungsi tersebut harus dapat memenuhi 10 aksioma vektor, yaitu:

1. v tertutup terhadap jumlahan, dan untuk setiap vektor u, v dalam v dan sembarang bilangan real (skalar) k berlaku: 
2. u + v = v + u 
3. u + (v + w) = (u + v) + w 
4. terdapat objek 0 pada v, yang disebut vektor nol, sehingga 0 + u = u + 0 = u untuk semua u pada v
5. untuk setiap u pada v, terdapat negatif –u pada v sehingga u + (-u) = (-u) + u = 0 
6. jika k skalar dan u elemen di v, maka ku terdapat pada v 
7. k(u + v) = ku + kv 
8. (k + i)u = ku + iu 
9. k(lu) = (kl)u 
10.1u = u
",C2
 mungkin teman - teman yang lain dapat menambahkan?,C1
"terimakasihh, indri telah memulai dengan sangat baik, padat makna. sedikit koreksi untuk notasi vektor dan skalar yaa. ",C0
wah terima kasih banyak bu kasiyah atas koreksinya :d lain kali akan lebih saya perhatikan bu,C0
"kebetulan saya juga ingin membuktikan salah satu aksioma diantara 10 aksioma yang sudah disebutkan oleh risa, yaitu (k + i)u = ku + iu.
seperti contoh 
k dan l adalah konstanta bilangan bulat (contoh k=2; l=3) dan u = f(x) = 1, sehingga:
(2+3)f(1) = 2.f(1) + 3.f(1)
5.1 = 2.1 + 3.1
5 = 5, 
 
contoh tersebut dapat menjadi salah satu cara untuk mencoba membuktikan bahwa y = 2 + sin 1 bisa dijadikan vektor.
",C3
"saya ingin mencoba menuliskan apa yang saya pahami untuk membuktikan aksioma vektor yang pertama yaitu tertutup terhadap jumlahan. kita sudah tahu sebelumnya bahwa jika
h(x) = f(x) + g(x)
h'(x) = f'(x) + g'(x)
kita bisa menyimpulkan bahwa jika f(x) dan g(x) adalah elemen himpunan d[-1, 1] maka h(x) juga merupakan elemen himpunan d[-1, 1]
",C2
"terkait materi ini, saya penasaran apakah ada cara lain yang dapat dilakukan untuk membuktikan suatu fungsi bisa dinyatakan dalam vektor selain memenuhi 10 aksioma vektor yang ada? apakah ada faktor lain yang bisa menyebabkan suatu fungsi itu dapat atau tidak dapat dinyatakan dalam vektor?",C1
"dari apa yang saya ketahui, tidak ada cara lain untuk membuktikan suatu fiungsi bisa dinyatakan dalam vektor selain memenuhi 10 aksioma ruang vektor, semuanya bisa menjadi vektor jika memenuhi 10 aksioma ruang vektor. 
di buku elementary linear algebra juga dikatakan ""observe that the definition of a vector space does not specify the nature of the vectors or the operations. any kind of object can be a vector, and the operations of addition and scalar multiplication need not have any relationship to those on rn. the only requirement is that the ten vector space axioms be satisfied."" (anton, 2010). 
sehingga jika sebuah himpunan memenuhi 10 aksioma ruang vektor maka fungsi di himpunan tersebut adalah vektor karena ia adalah elemen dari ruang vektor.
",C3
wahh terima kasih atas jawabannya lita. jawaban ini mendorong saya untuk lebih mempelajari lebih dalam lagi nih tentang 10 aksioma ruang vektor. smile,C0
"keren, lita. terima kasih sumbernya. saya akan memcoba membaca buku elementary linear algebra untuk lebih memahami ruang vektor.",C0
"wah, keren sekali lita! ternyata 10 aksioma ruang vektor sangat menarik sekali, ya. saya jadi ingin mempelajarinya lebih dalam.  ",C0
disini saya ingin membagikan sebuah video yang menurut saya sangat bagus untuk membantu kita memahami materi ini. berikut   play video  semoga dapat membantu teman-teman lain :d,C2
saya sudah mencoba menonton video ini dan sangat membantu serta memberikan saya informasi menarik terkait materi ini yaitu ruang vektor :d ,C0
"ada beberapa hal yang kurang saya pahami saat melihat videonya, yaitu vektor basis (basis vectors). apa yang dimaksud dengan vektor basis? apakah ia adalah elemen-elemen dari ruang vektor? lalu untuk himpunan d[-1, 1] (himpunan semua fungsi terdeferensial pada interval [-1, 1]), apa vektor basis nya?",C1
saya menjadi lebih mengerti materi yang dibahas. ohiya,C0
terima kasih risa atas video yang diberikan,C0
penjelasan indri hingga memetakan ke 10 aksioma sangat bagus sekali! kehadiran teman-teman yang lain sangat dibutuhkan disini untuk sama-sama membuktikan apakah himpunan d[-1,C0
"oleh karena itu, untuk membuktikan apakah d[-1,1] bisa dinyatakan sebagai vektor, saya ingin mencoba melanjutkan pembuktian salah satu aksioma. kita telah mempelajari bahwa terdapat sifat komutatif dan bisa diterapkan pada fungsi saat melakukan operasi penjumlahan, seperti:
• f + g = g + f 
• f(x) + g(x) = g(x) + f(x) 
misal f(-1) + g(1) = g(1) + f(-1) , maka kita bisa tahu bahwa penjumlahan dua fungsi tersebut akan memiliki hasil yang sama walaupun f + g atau g + f atau dapat dikatakan bersifat komutatif. kesimpulannya adalah d[-1,1] memenuhi salah satu aksioma yaitu sifat komutatif terhadap penjumlahan dua fungsi.
",C3
"saya ingin mencoba untuk membuktikan satu aksioma lainnya, yaitu
u + (v + w) = (u + v) + w
sebelumnya, dewi sudah menyampaikan tentang sifat komutatif. selain komutatif, kita juga telah mempelajari bahwa terdapat sifat asosiatif dan bisa diterapkan pada fungsi saat melakukan operasi penjumlahan, seperti :
f + ( g + h ) = ( f +  g ) + h
f(x) + ( g(x) + h(x) ) = ( f(x) + g(x) ) + h(x)
misalkan untuk f(1) + ( g(1) + h(1) ), kita bisa tau bahwa penjumlahan fungsi-fungsi itu akan sama dengan ( f(1) + g(1) ) + h(1). sehingga dapat dikatakan bersifat asosiatif. maka bisa kita simpulkan bahwa himpunan d[-1, 1] memenuhi salah satu aksioma lainnya yaitu bersifat asosiatif terhadap penjumlahan.
",C3
"saya ingin mencoba membuktikan bahwa himpunan d[-1, 1] memenuhi aksioma 4 yang berbunyi : ""terdapat objek 0 pada v, yang disebut vektor nol, sehingga 0 + u = u + 0 = u untuk semua u pada v.""
sebelumnya kita sudah mempelajari bahwa elemen 0 adalah elemen identitas terhadap penjumlahan dimana f + 0 = f. sehingga untuk fungsi pada himpunan d[-1, 1]akan berlaku
0 + f = f + 0 = f
0 + f(x) = f(x) + 0 = f(x)
contoh untuk f(x) = 2 + sin(x),
0 + ( 2 + sin(x) ) = ( 2 + sin(x) ) + 0 = (2 + sin(x))
maka kita bisa melihat bahwa fungsi pada himpunan d[-1, 1] memenuhi aksioma 4.
",C3
" 
saya juga ingin mencoba membuktikan dua aksioma lainnya. selain sifat asosiatif dan komutatif yang telah dijelaskan oleh dewi dan cornelita. terdapat juga sifat distributif yang dapat diterapkan pada fungsi.
 
dengan k sebagai skalar. 
k (f + g)  = kf + kg
k(f(x) +g(x)) = kf(x) +kg(x)
misalkan  untuk  f(1) +g(1), dapat diketahui  bahwa k(f(1) + g(1)) akan sama dengan kf(1) +k g(1). sehingga dapat disimpulkan himpunan d[-1,1] memenuhi aksioma diatas.
 ",C3
"
selain aksioma di atas, saya ingin membuktikan aksioma mengenai distributif lainya. berikut pembuktiannya:
dengan k dan i sebagai skalar.
(k+i)f = kf + if
(k+i)f(x) = kf(x) + if(x) 
misalkan untuk f(1) + g(1), dapat diketahui bahwa (k+i) f(1)  akan sama dengan kf(1) +if(1).
dapat dibuktikan bahwa fungsi diatas memenuhi kedua aksioma tersebut.
",C3
"saya ingin melanjutkan nih pembuktian salah satu dari sepuluh aksioma yang ada terhadap himpunan d[-1, 1].
seperti yang dikatakan oleh indri, aksioma kesepuluh yaitu 1u = u.
berdasarkan aksioma tersebut, kita mempelajari bahwa terdapat elemen identitas terhadap perkalian skalar, di mana k = 1, seperti:
• 1f = f
• 1f(x) = f(x)
misal kita ambil contoh f(1). jika f(1) kita kalikan dengan skalar di mana k = 1, maka hasilnya adalah dirinya sendiri yaitu 1f(1) = f(1). berdasarkan contoh tersebut kita bisa simpulkan bahwa himpunan d[-1, 1] memenuhi aksioma yaitu terhadap perkalian dengan skalar k = 1 terdapat elemen identitas.
",C3
"wah, terima kasih marta penjelasannya, saya setuju bahwa jika terdapat sebuah fungsi f(x) dikalikan dengan skalar k = 1, maka hasilnya adalah f(x) itu sendiri. pembuktiannya berupa bila
terdapat f(x) = x1.y1, maka:
1 . f(x) = x1.y1
           = x11.y11
           = x1.y1
           = f(x)
",C3
pertama saya ingin meminta maaf karena di forum kali ini saya tidak seaktif pada forum sebelumnya. selain karena saya merasa agak kesusahan dengan materinya,C0
saya belum melihat ada laporan akhir. jangan lupa ditulis dengan tertib dalam menggunakan notasi dan rujukan.  salam,C0
izinkan saya untuk mengumpulkan hasil diskusi dan daftar kehadiran kelompok formalin. ,C4
"dear orang-orang baik;
kalian diberi s himpunan semua barisan tak hingga dengan suku-suku real. bagaimana memandang barisan {an} = 1, 2, 3, 0, 0, 0,…. sebagai vektor?
",C1
"sepertinya kita memerlukan 2 definisi teman-teman:
definisi pertama:
         {an} = 1, 2, 3, 0, 0, 0, 1, 2, 3, 0, 0, 0, 1, 2, 3, 0, 0, 0,...
         repeating: 1, 2, 3, 0, 0, 0
definisi kedua:
         {an} = 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, ...
         repeating: 0, 0, 0
menurut saya definisi yang dimaksudkan oleh ibu kasiyah adalah definisi yang kedua,",C2
"untuk menentukan apakah baris deret tersebut bisa ktia representasikan menjadi vektor, maka kita harus membuktikan bahwa baris deret itu mengikuti seluruh definisi pada vektor, yaitu:

 
rupanya ada 10 aturan yang harus kita buktikan teman-teman! karenanya, saya akan memulai duluan untuk nomor 1 ya!
jadi, aturan pertama adalah:
""dua buah vektor u dan v jika dijumlahkan maka hasilnya adalah vektor yang memiliki dimensi yang sama serta berada pada vector space (r^n)"", sehingga x = u + v, x e v dan v e (r^n).
*v adalah vector space, e menyatakan sifat ""elemen dari""
 
untuk membuktikan hal ini, kita perlu mendefinisikan satu hal penting:
1. u + v = (u1,u2,...,vn) + (v1,v2,...,vn) = (u1+v1, u2+v2,..., un+vn)
 
perhatikan bahwa elemen-elemen dari vektor u dan v adalah bilangan riil, sehingga kita juga perlu mengetahui apakah:
> a + b bersifat tertutup untuk a dan b elemen bilangan riil.
 
rupanya jawaban dari pernyataan tersebut adalah benar! a + b bersifat tertutup untuk a dan b elemen bilangan riil, sehingga:
karena penjumlahan u + v didefinisikan sebagai penjumlahan setiap elemennya pada index yang sama, dan disetiap indexnya merupakan penjumlahan dari 2 buah bilangan riil, maka dapat kita pastikan bahwa u + v menghasilkan sebuah vektor (kita sebut x) yang setiap elemennya adalah bilangan riil juga!
 
sehingga terbukti bahwa x adalah vektor yang terdapat pada v.
 ",C3
"
 
setelah terbukti bahwa aturan 1 vektor rupanya benar, maka sekarang kita tinggal membuktikan bahwa deret baris tak hingga mengikuti aturan ini! untuk membuktikannya, kita akan membuktikan secara general untuk penjumlahan baris deret tak hingga!
misalkan {xn} = x0, x1, x2, ..., xn dan {yn} = y0, y1, y2, ..., yn
*(x0,y0,x1,y1,x2,y2,...,xn,yn) e r
kita ketahui bahwa penjumlahan 2 baris deret hasilnya adalah baris deret dengan panjang yang sama namun setiap elemen pada index yang sama dijumlahkan, tetapi, agar aturan pertama pada vektor terpenuhi, kita perlu membuktikan bahwa untuk setiap elemen dari hasil baris deret tak hingga merupakan elemen bilangan riil juga!
{xn + yn} = x0+y0, x1+y1, ..., xn+yn.
perhatikan bahwa x0 dan y0 adalah bilangan riil! sesuai dengan apa yang telah dibuktikan diatas, maka, penjumlahan dari 2 bilangan riil selalui menghasilkan bilangan riil!
karena kita ketahui bahwa penjumlahan bersifat tertutup dan untuk setiap indexnya tetap berada pada bilangan riil, maka kita bisa menyatakan bahwa:
{xn + yn} e (r^n)!
sehingga, aturan pertama terpenuhi!
jika kesepuluh aturan vektor terpenuhi oleh baris deret tak hingga, maka kita bisa dengan mudah (dan dengan percaya diri) mengubah bentuk baris deret menjadi vektor!
",C3
"saya melihat bahwa terjadi typo yang dilakukan oleh lucky saat membuat definisi. saya akan mengoreksi typo tersebur agar tidak ada salah paham.
1. u + v = (u1,u2,...,vn) + (v1,v2,...,vn) = (u1+v1, u2+v2,..., un+vn)
diatas adalah yang dituliskan lucky tetapi ada typo yang benar seharusnya adalah.
1.u + v = (u1,u2,...,un) + (v1,v2,...,vn) = (u1+v1, u2+v2,..., un+vn)
",C2
"saya akan melanjutkan pembuktian yang telah dilakukan oleh lucky. saya akan membuktikan aturan kedua dan aturan ketiga.
aturan kedua merupakan sifat komutatif dalam penjumlahan vektor.
dua buah vektor u dan v jika dijumlahkan maka hasilnya adalah vektor yang memiliki dimensi yang sama serta berada pada vector space (r^n)"", sehingga x = u + v, x e v dan v e (r^n).
*v adalah vector space, e menyatakan sifat ""elemen dari""
definisi dari aturan komutatif ini dapat dituliskan sebagai berikut.
u + v = v + u
dapat dijabarkan sebagai berikut sesuai dengan barisan tak berhingga
u + v = ( u1,u2,...un ) + ( v1,v2,...,vn ) = ( u1+v1,u2+v2,...,un+vn )
v + u = ( v1,v2,...,vn ) + ( u1,u2,...un ) = ( v1+u1, v2+u2,...,vn+un )
untuk semua elemen u dan v bilangan riil , maka ini berlaku benar karena semua penjumlahan bilangan riil berlaku komutatif.
 
terbukti aturan kedua benar
 

",C3
"untuk aturan -aturan berikutnya, apakah teman-teman bisa ikut menjelaskan?",C1
"untuk aksioma ketiga. berikut adalah pembuktian yang saya coba untuk aksioma tersebut

aturan ketiga merupakan sifat asosiatif dalam penjumlahan vektor
tiga buah vektor u, v, dan w  jika dijumlahkan maka hasilnya adalah vektor yang memiliki dimensi yang sama serta berada pada vector space (r^n)"", sehingga x = u + v + w, x e v dan v e (r^n).
*v adalah vector space, e menyatakan sifat ""elemen dari""
definisi dari aturan asosiatif ini dapat dituliskan sebagai berikut.
u + (v + w) = (u + v) + w
dapat dijabarkan sebagai berikut sesuai dengan barisan tak berhingga
u + (v + w)
= ( u1,u2,...un ) + (( v1,v2,...,vn ) + ( w1,w2,...wn))
= ( u1,u2,...un ) +( v1+w1, v2+w2,...,vn+wn )
= ( u1+v1+w1, u2+v2+w2,...,un+vn+wn )
(u + v) + w
= (( u1,u2,...un ) + ( v1,v2,...,vn )) + ( w1,w2,...wn)
= ( u1+v1,u2+v2,...,un+vn ) + ( w1,w2,...wn)
= ( u1+v1+w1, u2+v2+w2,...,un+vn+wn )
untuk semua elemen u , v dan w bilangan riil , maka ini berlaku benar karena semua penjumlahan bilangan riil berlaku asosiatif.
 
terbukti aturan ketiga benar.",C3
"terimakasih lucky dan ian yang selalu aktif. kalian telah memulai diskusi dan menyampaikan gagasan. saya dapat merasakan kekecewaan kalian, gagasan tidak ditanggapi. eeehhm.",C0
"disini saya akan membuktikan no.8.

 

disini c dan d merupakan skalar dan u merupakan vektor. 
sama seperti operasi matematika pada perkalian memiliki sifat distributif.

(c+d) u = cu + du

dapat dijabarkan dengan barisan tak berhingga

(c+d) u  = ( ( c ) + ( d) ) . ( u1,u2,...)  =  (c+d) u1 ,(c+d)u2,...)

cu + du =  (( c ).(u1,u2,...)) + (( d).(u1,u2,...)) = (c.u1+ dui1), (c.u2 + d.u2),...,

untuk semua elemen c dan d bilangan riil dan berupa skalar , maka ini berlaku benar karena semua perkalian bilangan bersifat distributif.
",C3
"saya akan melanjutkan pembuktian yang telah dilakukan oleh lucky dan ian. saya akan memberikan penjelasan dan membuktikan aksioma keempat. 

aturan keempat :

sebuah vektor u apabila dijumlahkan dengan vektor nol jika dijumlahkan maka hasilnya adalah vektor itu sendiri yang memiliki dimensi sama serta berada pada vector space (r^n) dimana n bernilai tak hingga, sehingga x = u, x e v dan v e (r^n)dimana n bernilai tak hingga dan v adalah ""vektor space"" dan e menyatakan ""elemen dari.""
aturan keempat ini juga bersifat komutatif yang dimana dapat dituliskan sebagai berikut:
u + 0 = 0 + u = u, dapat dijabarkan dengan barisan tak terhingga yaitu
u + 0 = (u1, u2, u3,...) + (0, 0, 0,...) = (u1, u2, u3, ......)
0 + u = (0, 0, 0,....) + (u1, u2, u3,...) = (u1, u2, u3,.....)
untuk semua elemen u bilangan riil, maka apabila suatu vektor dijumlahkan dengan vektor nol akan menghasilkan vektor itu sendiri.
sehingga aturan keempat terbukti benar.",C3
"berikut adalah pembuktian yang saya coba lakukan untuk aksioma ke-5, yaitu:
aturan kelima:
apabila terdapat vektor u di dalam vektor space maka terdapat juga vektor -u yang apabila dijumlahkan keduanya akan menghasilkan vektor baru yang berisikan elemn-elemennya yang bernilai 0. vektor baru tersebut bisa disebut sebagai vektor nol yang memiliki dimensi yang sama serta berada pada vektor space (r^n) dimana n bernilai tak hingga, sehingga x = 0, x e v dan v e (r^n) dimana n bernilai tak hingga dan v adalah vektor space dan e menandakan ""elemen dari.""
aturan kelima ini juga bisa disebut sebagai komutatif dimana dapat dilihat yaitu:
u + (-u) = -u + u = 0
aturan kelima dapat dijabarkan dengan barisan tak hingga menjadi:
u + (-u) = (u1, u2, u3,....) + (-u1, -u2, -u3,....) = (0, 0, 0,.....)
-u + u = (-u1, -u2, -u3,...) + (u1, u2, u3,....) = (0, 0, 0,.....)
untuk semua elemen u bilangan riil, maka apabila suatu vektor dijumlahkan dengan minus vektor itu sendiri maka akan membentuk vektor nol.
sehingga aturan kelima terbukti benar.
",C3
"aksioma 6 : ku ϵ v
dengan u adalah baris tak hingga maka,
u = (u1,u2,u3,u4,u5...,un)
dan jika dikali dengan suatu skalar menjadi,
ku = (ku1,ku2,ku3,ku4,…,kun)
kita perlu membuktikan bahwa untuk setiap elemen dari hasil baris deret tak hingga merupakan elemen bilangan riil juga, jadi
(ku1,ku2,ku3,ku4,…,kun) ϵ v
seperti yang lucky bilang bahwa u1,u2,un merupakan bilangan riil dan skalar juga merupakan bilangan riil maka hasil perkalian dari 2 buah bilangan riil pasti bilangan riil juga maka kita bisa menyatakan bahwa
 ku ϵ v
dengan u merupakan baris tak hingga terpenuhi

",C2
"
ayo semangat! perhatikan juga notasinya ya.
",C0
"sepertinya saya salah mengerti ,
saya mengira bahwa berikut ini adalah barisan tak hingga
a1,a2,...,an
apakah ini sebenarnya barisan berhingga , hingga suku ke n dan barisan tak berhingga seperti ini notasinya ?
a1,a2,......
",C1
"mungkin saya akan sedikit membantu meluruskan.
menurut pengertian barisan tak hingga merupakan barisan yang tidak memiliki elemen terakhir, sehingga barisan tersebut tidak akan mempunyai elemen akhir seperti yang ian sebutkan :  a1,a2,.....an  karena jika menuliskan seperti ini berarti baris ini masih memiliki elemen terakhir yaitu an. tetapi akan seperti ini a1,a2,..... 
",C2
"saya akan memberikan penjelasan dan membuktikan aturan kesembilan dan kesepuluh.
 
9. (cd)u = c(du)
kita perlu membuktikan dari teorema vektor diatas, teorema tersebut dapat kita jabarkan dengan barisan tak berhingga.
disini u merupakan barisan tak hingga dengan u =  (u1,u2,u3,u4,u5...,un), maka:
(cd)u = (c)(d.u1, d.u2, d.u3, ..., d.un) = (c.d.u1, c.d.u2, c.d.u3, ..., c.d.un)
sehingga untuk semua elemen c dan d bilangan riil dan berupa skalar, maka aksioma diatas terbukti benar karena semua perkalian bilangan bersifat asosiatif.
 
",C3
"saya mohon izin untuk menjelaskan pembuktian aksioma ke-10:
10. 1u = u
kita perlu membuktikan dari teorema vektor diatas, teorema tersebut dapat kita jabarkan dengan barisam tak berhingga.
disini u merupakan barisan tak hingga, dengan u = (u1, u2, u3, ..., un) dan u elemen dari bilangan riil, maka:
jika suatu bilangan riil dikalikan dengan 1, maka akan menghasilkan bilangan itu sendiri 
1(u1, u2, u3, ..., un) = (1.u1, 1.u2, 1.u3, ..., 1.un) = (u1, u2, u3, ..., un)
maka aksioma diatas terbukti benar",C3
"disini saya akan memberikan penjelasan akan sifat nomor 7, yaitu c(u+v) = cu + cv. c merupakan sebuah skalar sedangkan u dan v adalah vektor. sifat ini bisa juga disebut asosiatif pada operasi perkalian matematika.
maka c(u+v) =. c(u1+v1, u2+v2, u3+v3,..., un+vn) = c(u1+v1), c(u2+v2), c(u3+v3),.., c(un +vn), lalu cu + cv = (cu1 + cv1), (cu2 + cv2), (cu3 + cv3),..., (cun + cvn)
untuk c bilangan riil dan skalar, maka sifat ini terbukti benar karena perkalian bersifat asosiatif.
",C3
"mungkin hal yang saya highligth yaitu penulisan barisan tak hingga yang masih memiliki elemen terakhir. seperti yang katakan bu kasiyah yaitu ""ciri barisan tak hingga adalah tidak ada elemen terakhir. "".",C2
"selamat siang teman-teman , kakak asdos dan bu kasiyah ,
terimakasih atas koreksi yang telah diberikan kepada diskusi kami.
",C0
"terima kasih kepada bu kasiyah dan tim asdos telah menyediakan kami wadah untuk berdiskusi. terima kasih juga atas saran yang telah diberikan kepada kelompok kami, semoga kedepannya kami dapat memahami materi lebih baik.",C0
"sebelumnya saya ingin berterima kasih kepada bu kasiyah, bu lia dan kakak asdos telah memantau dan mengingatkan saya beserta teman kelompok saya mengenai penulisan akan barisan tak hingga. ",C0
"saya ucapkan terimakasih kepada bu kasiyah, bu lia, asisten dosen serta teman-teman konsisten saya telah memberikan ilmu baru yang sebelumnya saya belum ketahui , diskusi ini sangat bermanfaat bagi saya.",C0
"rupanya ke-10 aksioma yang dimiliki vektor juga terbukti dimiliki oleh baris, kalau begitu, sekarang dengan pasti kita dapat menjawab pertanyaan ibu kasiyah!
""kalian diberi s himpunan semua barisan tak hingga dengan suku-suku real. bagaimana memandang barisan {an} = 1, 2, 3, 0, 0, 0,…. sebagai vektor?""
dan jawabannya adalah, kita memisahkan setiap elemen pada barisan dan memasukkannya pada index yang sama dengan vektor, sehingga, {an} dapat ditulis ulang sebagai x = (1, 2, 3, 0, 0, 0, ...)!
 
untuk jawaban yang sangat singkat, pembuktiannya sangat panjang ya  
",C3
wahhh ternyata kami masih salah dalam menuliskan notasinya,C0
terima kasih atas saran dan perbaikan atau koreksinya yang diberikan kepada diskusi kami,C0
wahhh ternyata kami masih salah dalam menuliskan notasinya,C0
berikut saya lampirkan laporan ringkasan hasil diskusi kami mengenai ruang vektor umum. mohon untuk teman-teman kelompok konsisten mengecek kembali apakah laporan hasil diskusi ini sudah benar. bila ada kesalahan,C4
"saya lihat laporan lebih baik dari laporan tugas pertama. selain itu, penulisan notasi belum konsisten. masih ada waktu untuk memperbaiki. silahkan.",C1
kelompok telah memberikan referensi untuk gambar yang digunakan dalam laporan kami . atas kesalahan ini kami meminta maaf . terimakasih atas kesempatan yang telah diberikan. ,C0
berikut merupakan rekap diskusi kami yang memperlihatkan berapa kali kita menjawab diskusi hingga tanggal 18/10/2020. ,C0
"kalian diberi himpunan d[0, 2] (himpunan semua fungsi terdeferensial pada interval [0, 2]). bagaimana memandang sebuah fungsi, misalnya y = 2+ cos x, sebagai vektor?",C1
masih semangat kan di minggu kelima perkuliahan inii? kalau saya tentunya masih semangat dong ~,C0
"tidak terasa sudah memasuki minggu ke-5 nih, alhamdulillah kabar saya hari ini baikk ",C0
alhamdulillah nih,C0
"alhamdulillah kabar saya baik, kebetulan sekali kemarin saya berulang tahun, jadi saya sangat senang masih diberikan kesempatan untuk berjuang di hidup yang penuh tantangan ini. . seperti halnya dalam aljabar linear, saya merasa materi kemarin, yakni vektor merupakakan tantangan yang bagi saya karena materinya yang cukup kompleks dan menarik, seperti contohnya vektor pada rn dengan n yang tidak terbatas merupakan hal yang menarik bagi saya karena selama ini hanya mempelajari vektor terbatas hingga vektor bidang (r2) dan vektor ruang (r3) saja. ",C0
"waahh, selamat ulang tahun yaa reha! semoga panjang umur dan sehat selalu.
yaa, benar sekali akhir-akhir ini banyak tantangan di perkuliahan. namun kita harus tetap semangat yaa! ",C0
"wahh! kabar baik sekali, selamat ulang tahun reha, semoga panjang umur dan kebahagiaan kamu seperti salah satu fungsi di aljabar linier yang kita bahas tadi yaitu kontinu ",C0
semoga kita semua selalu diberi perlindungan oleh allah. aamiin.,C0
waaa selamat ulang tahun untuk reha !! semoga panjang umur,C0
alhamdulillah kabar saya baik. tapi hari ini sempat mati lampu saat pertemuan zoom alin dan sempat lost zoom dan lost beberapa materi yang disampaikan dalam zoom. untuk teman-teman mohon bantuannya ya dari diskusi kali ini.,C0
"wah, sayang sekali ya ada materi yang missed. tentu saja, kalau kamu punya pertanyaan tinggal tanyakan saja. kita akan bantu sebisa mungkin",C0
"saat sesi kelas tadi kami membahas mengenai sifat tertutup operasi pada himpunan. kami melakukan pembuktian pada sifat tersebut. cara pertama yang harus kita perhatikan saat melakukan pembuktiaan yaitu mendefinisikan terlebih dahulu penjumalahan maupun perkalian skalarnya.
contoh :
z : himpunan semua bilangan bulan
operasi :
- jumlah
 
 
maka (z, +) -> z terhadap jumlahan tetutup
- perkalian
 
 
maka (z, .) -> z terhadap perkalian tetutup
- pembagian
counter example :
 
2/ 5  
maka z terhadap pembagian tidak tertutup.
lalu, ada hal-hal yang perlu diperhatikan lagi yaitu antara penulisan
(f + g) (x) yang artinya menjumlahkan fungsi, sedangkan f(x) + g(x) artinya menjumlahkan nilai fungsi.
kita dapat mendefinisikan fungsi melalui nilai-nilai fungsi.
 
mungkin ini sedikit review yang bisa saya paparkan mengenai kelas tadi, mohon maaf apabila ada kesalahan. dimohon untuk koreksiannya teman-teman semua 😊
",C2
"sepertinya saya sedikit mengingat sedikit ruang vektor. misalkan f adalah suatu field yang elemen-elemennya dinyatakan sebagai skalar, maka ruang vektor atas f adalah himpunan tak kosong v, yang elemen-elemennya merupakan vektor, bersama dengan dua operasi. operasi pertama disebut penjumlahan dan dinotasikan dengan +, yang dimaksud dengan setiap pasangan (u, v) di v adalah vektor u + v di v. operasi kedua disebut perkalian dengan skalar dan dinotasikan penjajaran, yang dimaksud dengan setiap pasangan (r, u)  f x v adalah vektor ru di v. ",C2
